InstrumentURN	InstrumentName	QuestionURN	QuestionLabel	QuestionItemName	QuestionText	Instruction	response_label	response_domain	QuestionGroupID	QuestionGroupAgency	QuestionGroupName	QuestionGroupLabel
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:2f440439-9e6e-4536-bf26-da0f072882ec:1	SDOX	qi_SDOX	What is [^name of older sibling] like? Please answer the following questions by saying whether each is 'Not true', 'Somewhat true' or 'Certainly true' of [^name of older sibling]. Please click by the number that most describes [^name of older sibling]'s behaviour in the last 6 months. [^name of older sibling] is rather solitary, tends to play alone		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:2fd0c9bf-614b-4bc6-a5b7-4e8ba89b1fe5:1	46	qi_46	How long are children in this child's class expected to spend on homework in an average week? 	WRITE IN NUMBER OF MINUTES E.G. ONE HOUR = 60 (IF NONE WRITE 0 IN BOX)		How many	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:c2b0c756-a2a6-495f-adbc-3c9b3dcc04b7:1	MCS_Age_11_Teacher_Paper_Questionnaire_England	urn:ddi:uk.cls.mcs:32068325-1cbd-4640-802f-c541ab19423d:1	23	qi_23	Which stream is this child in?	TICK ONE BOX ONLY	cs_H_M_L	1|Highest. 2|Middle. 3|Lowest	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:322ee58b-1a92-4c88-bddb-cc82d2cb473d:1	SDOW	qi_SDOW	Please give your answers on the basis of the child's behaviour over the last six months. [^name of older sibling] has many worries, often seems worried		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:615fe84f-597e-48af-abc8-f942f2287f69:1	MCS_Age_7_Teacher_Paper_Questionnaire_Scotland	urn:ddi:uk.cls.mcs:3286a4a7-c5f0-413e-9317-d12145958e13:1	40 b(ii)	qi_40_b_ii	Do these difficulties ...interfere with the child's peer relationships?		cs_Naa_Oal_Qal_Agd	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal	db832f99-c787-477a-b579-a9a1590f7fa3	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:34b31812-93f2-4440-99af-e549eb9041e7:1	SDRO	qi_SDRO	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] is restless, overactive, cannot stay still for long		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:361de570-c092-4626-8106-4553a08b2d49:1	SDLA ii	qi_SDLA_ii	Do the difficulties interfere with your child's everyday life in the following areas? Leisure Activities		cs_Naa_Oal_Qal_Agd_Cs	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal. 5|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:368c28e8-de60-403e-a527-97e13cf6beeb:1	SDSP	qi_SDSP	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] is rather solitary, tends to play alone		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:615fe84f-597e-48af-abc8-f942f2287f69:1	MCS_Age_7_Teacher_Paper_Questionnaire_Scotland	urn:ddi:uk.cls.mcs:36ee0f4c-45c6-4c65-9045-777c0397d072:1	40 b(iv)	qi_40_b_iv	"Do these difficulties ...put a burden on you or the class as a whole?"		cs_Naa_Oal_Qal_Agd	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal	db832f99-c787-477a-b579-a9a1590f7fa3	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:99226a74-90ea-4473-8a97-aa254a86a61f:1	MCS_Age_7_Teacher_Paper_Questionnaire_Northern_Ireland	urn:ddi:uk.cls.mcs:37489c9e-4203-4f91-b61a-126735c4a4ef:1	38	qi_38	Do you have any other comments or concerns?				db832f99-c787-477a-b579-a9a1590f7fa3	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:37d72c3e-181e-4bb1-bc82-9f121f23b51e:1	SDTT	qi_SDTT	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six | months. [^Cohort child's name] often has temper tantrums or hot tempers		Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	1afa6785-260a-44a4-a95e-7e3bc9c2ea5b	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:38b21470-c8d8-4e49-bfe3-d38a4fbda955:1	SDOA ii	qi_SDOA_ii	What is [^name of older sibling] like? Please answer the following questions by saying whether each is 'Not true', 'Somewhat true' or 'Certainly true' of [^name of older sibling]. Please click by the number that most describes [^name of older sibling]'s behaviour in the last 6 months. [^name of older sibling] gets on better with adults than with other children		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:38f8430c-1af7-451a-a090-59ee33e3e3d7:1	40	qi_40	How many children in this child's class have SEN or Additional Learning Needs statements?	WRITE IN (IF NONE WRITE 0 IN BOX)		How many	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:392aec00-9947-48fd-bd9e-76a4c5701689:1	28	qi_28	In this child's year are there sets for Welsh?	TICK ONE BOX ONLY	cs_yes_no	1|Yes. 2|No	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:0eb7ca18-d125-4a10-8ed5-a79bfd1697f0:1	MCS_Age_7_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:399a65b2-1b81-4614-b350-931dcbd13e66:1	40 b(ii)	qi_40_b_ii	Do these difficulties ...interfere with the child's peer relationships?		cs_Naa_Oal_Qal_Agd	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal	db832f99-c787-477a-b579-a9a1590f7fa3	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:3a4caef4-412f-424b-9c9e-76db1502569c:1	SDEM i	qi_SDEM_i	Overall, do you think that your child has difficulties in one or more of the following areas: Emotions, concentration, behaviour or being able to get on with other people?		cs_SDEM	1|No. 2|Yes, minor difficulties. 3|Yes, definite difficulties. 4|Yes, severe difficulties. 5|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:3a63e12f-e97f-4eea-8b19-017e3b70ec8b:1	SDTE	qi_SDTE	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] sees tasks through to the end, good attention span		Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	1afa6785-260a-44a4-a95e-7e3bc9c2ea5b	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:3a76d1fa-c9f3-4d7b-a909-e1e1bb5a23f0:1	SDOR	qi_SDOR	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] is generally obedient, usually does what adults request		Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	1afa6785-260a-44a4-a95e-7e3bc9c2ea5b	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:0eb7ca18-d125-4a10-8ed5-a79bfd1697f0:1	MCS_Age_7_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:3bb361af-56cd-4f63-bfcb-a229f7d4fc3b:1	40 b(iii)	qi_40_b_iii	Do these difficulties ...interfere with the child's classroom learning?		cs_Naa_Oal_Qal_Agd	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal	db832f99-c787-477a-b579-a9a1590f7fa3	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:3c26dd0a-dc1d-467a-97b5-4b99e4a64d3d:1	24	qi_24	Which stream is this child in?	TICK ONE BOX ONLY	cs_H_M_L	1|Highest. 2|Middle. 3|Lowest	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:3cad7bbd-5e7d-4638-9f6d-b81c8c9e0b94:1	SDHS	qi_SDHS	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] often complains of headaches, stomach-aches or sickness		Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	1afa6785-260a-44a4-a95e-7e3bc9c2ea5b	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:3d3f4f38-00d3-4d36-a703-c1533e4f573e:1	41	qi_41	How many children in this child's class have been excluded from school since the beginning of the school year?	WRITE IN (IF NONE WRITE 0 IN BOX)		How many	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:3ee2c822-b662-4c5c-9467-6955cce93e44:1	SDMW	qi_SDMW	What's your child like? / What are your twins/triplets like? For each item, please press the appropriate number for 'Not True', 'Somewhat True' or 'Certainly True'. It would help us if you answered all items as best you can even if you are not absolutely certain or the item seems daft! Please give your answers on the basis of the child's behaviour over the last six months. Many worries, often seems worried		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:3f1c48e3-211d-4618-ac99-a489fac522b3:1	SDOZ	qi_SDOZ	Please give your answers on the basis of the child's behaviour over the last six months. [^name of older sibling] is picked on or bullied by other children		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:c2b0c756-a2a6-495f-adbc-3c9b3dcc04b7:1	MCS_Age_11_Teacher_Paper_Questionnaire_England	urn:ddi:uk.cls.mcs:3f4e67df-ec57-4cac-8eae-15cebaf3ac07:1	47	qi_47	How many years have you taught at this school?	WRITE IN NUMBER IN YEARS		How many	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:c2b0c756-a2a6-495f-adbc-3c9b3dcc04b7:1	MCS_Age_11_Teacher_Paper_Questionnaire_England	urn:ddi:uk.cls.mcs:3f5f9507-904e-4b96-9143-63518392e939:1	41 a	qi_41_a	In an average week, how many hours a week are spent teaching this child's class... ...English? WRITE IN			Hours in week	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:3ff65f8f-d3a0-44c2-807b-69bcf925e174:1	SDEM	qi_SDEM	Overall, do you think that [^Cohort child's name] has difficulties in one or more of the following areas: Emotions, concentration, behaviour or being able to get on with other people?		cs_N_Ymd_Ydd_Ysd_Cs	1|No. 2|Yes, minor difficulties. 3|Yes, definite difficulties. 4|Yes, severe difficulties. 5|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:41e7991e-ef8a-421e-b6aa-8344c424beee:1	SDKY	qi_SDKY	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] is kind to younger children		Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	1afa6785-260a-44a4-a95e-7e3bc9c2ea5b	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:615fe84f-597e-48af-abc8-f942f2287f69:1	MCS_Age_7_Teacher_Paper_Questionnaire_Scotland	urn:ddi:uk.cls.mcs:422f2407-8af6-4a1a-be06-87b986743efd:1	40 b(i)	qi_40_b_i	Do these difficulties ...upset or distress the child?		cs_Naa_Oal_Qal_Agd	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal	db832f99-c787-477a-b579-a9a1590f7fa3	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:43738255-7ef6-4059-8323-af8931209f78:1	SDGF	qi_SDGF	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] has at least one good friend		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:44483321-2b72-4c6c-92b1-6ce0a410e510:1	SDHL i	qi_SDHL_i	Do the difficulties interfere with your child's everyday life in the following areas? Home life		cs_Naa_Oal_Qal_Agd_Cs	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal. 5|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:4704ef1c-10a3-4d8b-9a0f-f3d9214bcb0d:1	43	qi_43	Are there any children in this child's class whose behaviour in class prevents other children from learning?	TICK ONE BOX ONLY	cs_yes_no	1|Yes. 2|No	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:49496fb9-9174-4bc5-9637-ecdee6638de0:1	SDUD	qi_SDUD	What's your child like? / What are your twins/triplets like? For each item, please press the appropriate number for 'Not True', 'Somewhat True' or 'Certainly True'. It would help us if you answered all items as best you can even if you are not absolutely certain or the item seems daft! Please give your answers on the basis of the child's behaviour over the last six months. Often unhappy, down-hearted or tearful		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:26ba54d0-5390-400e-9696-4b02697920b7:1	MCS_Age_7_Teacher_Paper_Questionnaire_England	urn:ddi:uk.cls.mcs:4afa92e7-2a50-4161-9090-43a8db16f4a3:1	36 b(ii)	qi_36_b_ii	Do these difficulties ...interfere with the child's peer relationships?		cs_Naa_Oal_Qal_Agd	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal	db832f99-c787-477a-b579-a9a1590f7fa3	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:4c8f2125-8d8e-4279-817b-c7278ee5225a:1	51	qi_51	How many years have you taught at this school?	WRITE IN NUMBER IN YEARS		How many	a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:4cac5848-d742-45e4-be37-860140c2cf87:1	SDST ii	qi_SDST_ii	Please give your answers on the basis of the child's behaviour over the last six months. [^name of older sibling] steals from home, school or elsewhere		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:4cd5dad8-c1ab-4d2d-b3bd-ebbc6e12115a:1	SDSR	qi_SDSR	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the  last six months.     [^Cohort child's name] shares readily with other children (treats, toys, pencils etc.)  		cs_SDPF-nottruedontknow	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Don't know/Don't wish to answer	9aca4763-8126-4582-94d2-3ad43b636e16	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:d0216bd6-6c2d-43c8-891d-4206e1df0c41:1	MCS_Age_5_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:4dc6b6eb-8bb2-439e-9976-9b2480666259:1	SDHS	qi_SDHS	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the last six months. [^Cohort child's name] often complains of headaches, stomach-aches or sickness		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	08b717f7-1e90-4793-92c3-a1a907da60eb	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:4de875ab-60b8-49ac-8b63-ab6fe12083af:1	SDHS	qi_SDHS	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the  last six months.    [^Cohort child's name] often complains of headaches, stomach-aches or sickness  		cs_SDPF-nottruedontknow	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Don't know/Don't wish to answer	9aca4763-8126-4582-94d2-3ad43b636e16	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:bf3d4174-94b2-4a79-a88f-58cfa0f4c166:1	MCS_Age_11_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:4e25c2c7-dcbd-48fb-8420-e52b7625f463:1	SDTT	qi_SDTT	Please give your answers on the basis of [^Cohort child's name]'s behaviour over the  last six months. [^Cohort child's name] often has temper tantrums or hot tempers  		cs_SDPF-nottruedontknow	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Don't know/Don't wish to answer	9aca4763-8126-4582-94d2-3ad43b636e16	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:4e602f4d-5fdb-487d-8641-d5633275af22:1	SDCL ii	qi_SDCL_ii	Do the difficulties interfere with your child's everyday life in the following areas? Learning		cs_Naa_Oal_Qal_Agd_Cs	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal. 5|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:08711a70-fdd3-4190-9943-50b51ad624cd:1	MCS_Age_3_CAPI_Questionnaire	urn:ddi:uk.cls.mcs:5065df98-7ffd-4249-8f7f-dd7c757af161:1	SDOV	qi_SDOV	What is [^name of older sibling] like? Please answer the following questions by saying whether each is 'Not true', 'Somewhat true' or 'Certainly true' of [^name of older sibling]. Please click by the number that most describes [^name of older sibling]'s behaviour in the last 6 months. [^name of older sibling] often volunteers to help others (parents, teachers, other children)		cs_Nt_St_Ct_Cs	1|Not true. 2|Somewhat true. 3|Certainly true. 4|Can't say	0321ec8a-27cf-4bd3-8662-f87ced17b35f	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:83bd0aa6-f365-4801-95f9-9b0021e3e567:1	MCS_Age_11_Teacher_Paper_Questionnaire_Wales	urn:ddi:uk.cls.mcs:50c40c9d-d77b-4e9a-9959-580680762028:1	2	qi_2	Please state in which language this child is educated.	TICK ALL THAT APPLY			a0e1d3de-b3d2-484c-8c31-68fb03bf52b5	uk.closer	104.0	Mental health and mental processes
urn:ddi:uk.cls.mcs:8ef97ede-bc65-4149-b11f-1be7f49731f3:1	MCS_Age_7_Main_and_Partner_Respondent_Questionnaire	urn:ddi:uk.cls.mcs:513b8dbf-bd40-4242-b556-16bc8ffeb0d2:1	SDFR	qi_SDFR	Still thinking about [^Cohort child's name] Do these difficulties interfere with [^Cohort child's name]'s everyday life in the following areas? Friendships		Naa_Oal_Qal_Agd_Cs	1|Not at all. 2|Only a little. 3|Quite a lot. 4|A great deal. 5|Can't say	1afa6785-260a-44a4-a95e-7e3bc9c2ea5b	uk.closer	104.0	Mental health and mental processes
